id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
502114,MEX-2023-2-5262-398,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-03,Four more homicides are recorded in Juárez; they add up to 10 this friday""",El Heraldo de Juarez,2023-11-03,Four more homicides are recorded in Juárez; they add up to 10 this friday,El Heraldo de Juarez,1,Ciudad Juárez town,Riveras del Bravo,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-03 00:00:00.000,2023-11-03 00:00:00.000,0,0,0,1,1,1,1,,
502107,MEX-2023-2-5262-391,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-06,Two brothers are shot down; one dies""",El Heraldo de Juarez,2023-11-06,Two brothers are shot down; one dies,El Heraldo de Juarez,1,Ciudad Juárez town,Infonavit Ángel Trías subdivision,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-06 00:00:00.000,2023-11-06 00:00:00.000,0,0,0,1,1,1,1,,
502108,MEX-2023-2-5262-392,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-06,They find the body of a murdered person; there are 32 homicides in the month""",El Heraldo de Juarez,2023-11-06,They find the body of a murdered person; there are 32 homicides in the month,El Heraldo de Juarez,1,Ciudad Juárez town,Pan-American Highway in Ciudad Juárez,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-06 00:00:00.000,2023-11-06 00:00:00.000,0,0,0,1,1,1,1,,
502105,MEX-2023-2-5262-389,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-09,Bar where man was killed operated clandestinely""",El Heraldo de Juarez,2023-11-09,Bar where man was killed operated clandestinely,El Heraldo de Juarez,1,Ciudad Juárez town,Plaza de las Américas,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-09 00:00:00.000,2023-11-09 00:00:00.000,0,0,0,2,2,2,2,,
502106,MEX-2023-2-5262-390,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-09,They locate remains of a woman buried in the patio of a home""",El Heraldo de Juarez,2023-11-09,They locate remains of a woman buried in the patio of a home,El Heraldo de Juarez,1,Ciudad Juárez town,Lorenzo García and Gustavo Bazán streets,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-09 00:00:00.000,2023-11-09 00:00:00.000,0,0,0,1,1,1,1,,
501853,MEX-2023-2-5262-384,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""La Jornada,2023-11-16,Asesinan en Chihuahua a tres mujeres y apuñalan a dos menores""",La Jornada,2023-11-16,Asesinan en Chihuahua a tres mujeres y apuñalan a dos menores,La Jornada,1,Ciudad Juárez town,Ciudad Juárez,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-16 00:00:00.000,2023-11-16 00:00:00.000,0,0,0,2,2,2,2,,
502094,MEX-2023-2-5262-385,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Universal,2023-11-28,Enfrentamiento deja 3 personas sin vida en Guadalupe y Calvo, Chihuahua""",El Universal,2023-11-28,"Enfrentamiento deja 3 personas sin vida en Guadalupe y Calvo, Chihuahua",El Universal,1,Guadalupe y Calvo town,Guadalupe y Calvo,Chihuahua state,Guadalupe y Calvo municipality,26.091170,-106.962600,POINT (-106.9626 26.09117),167187,Mexico,70,Americas,1,1,2023-11-28 00:00:00.000,2023-11-28 00:00:00.000,0,0,0,3,3,3,3,,
502103,MEX-2023-2-5262-387,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-28,Man dies after being shot at gas station""",El Heraldo de Juarez,2023-11-28,Man dies after being shot at gas station,El Heraldo de Juarez,1,Ciudad Juárez town,Emiliano Zapata neighborhood,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-28 00:00:00.000,2023-11-28 00:00:00.000,0,0,0,1,1,1,1,,
502104,MEX-2023-2-5262-388,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-28,Three men are found dead in Guadalupe and Calvo; it could have been due to confrontation""",El Heraldo de Juarez,2023-11-28,Three men are found dead in Guadalupe and Calvo; it could have been due to confrontation,El Heraldo de Juarez,1,Santa Rita village,San José del Rincón and Santa Rita,Chihuahua state,Madera municipality,29.430980,-108.519500,POINT (-108.5195 29.43098),171503,Mexico,70,Americas,1,1,2023-11-28 00:00:00.000,2023-11-28 00:00:00.000,0,0,0,3,3,3,3,,
502102,MEX-2023-2-5262-386,2023,true,Clear,2,5262,4652,Juarez Cartel - Sinaloa Cartel,5262,5262,Juarez Cartel - Sinaloa Cartel,793,793,Juarez Cartel,775,775,Sinaloa Cartel,1,"""El Heraldo de Juarez,2023-11-29,Body buried in yonke yes it is Karina Rubio: Source inside the FGE""",El Heraldo de Juarez,2023-11-29,Body buried in yonke yes it is Karina Rubio: Source inside the FGE,El Heraldo de Juarez,1,Ciudad Juárez town,junkyard in Anapra,Chihuahua state,Juárez municipality,31.739444,-106.486944,POINT (-106.486944 31.739444),175108,Mexico,70,Americas,1,1,2023-11-29 00:00:00.000,2023-11-29 00:00:00.000,0,0,0,1,1,1,1,,
502082,MEX-2023-2-5543-8,2023,false,Check dyad,2,5543,4933,Gulf Cartel - Los Zetas,5543,5543,Gulf Cartel - Los Zetas,782,782,Gulf Cartel,1088,1088,Los Zetas,1,"""Infobae,2023-11-23,Asesinan a mujer a balazos en su propia casa en Nuevo León; dos años antes mataron en el mismo lugar a su hija""",Infobae,2023-11-23,Asesinan a mujer a balazos en su propia casa en Nuevo León; dos años antes mataron en el mismo lugar a su hija,Infobae,1,Guadalupe town,Nuevo Milenio neighborhood of Guadalupe,Nuevo León state,Guadalupe municipality,25.676780,-100.256460,POINT (-100.25646 25.67678),166480,Mexico,70,Americas,1,1,2023-11-23 00:00:00.000,2023-11-23 00:00:00.000,0,0,0,1,1,1,1,,
502092,GUA-2023-2-5589-7,2023,false,Clear,2,5589,4979,Jalisco Cartel New Generation - Los Zetas,5589,5589,Jalisco Cartel New Generation - Los Zetas,1151,1151,Jalisco Cartel New Generation,1088,1088,Los Zetas,1,"""La Jornada,2023-11-28,Hallan muertos a dos presuntos sicarios en Chiapas""",La Jornada,2023-11-28,Hallan muertos a dos presuntos sicarios en Chiapas,La Jornada,1,Tapachula town,"Calcáneo Beltrán neighborhood, in the southern area of ​​Tapachula",Chiapas state,Tapachula municipality,14.906960,-92.261850,POINT (-92.26185 14.90696),150656,Mexico,70,Americas,1,1,2023-11-27 00:00:00.000,2023-11-27 00:00:00.000,0,0,0,2,2,2,2,,
501819,MEX-2023-2-11663-0,2023,false,Check dyad,2,11663,11053,Beltrán Leyva Cartel - Sinaloa Cartel,11663,11663,Beltrán Leyva Cartel - Sinaloa Cartel,1089,1089,Beltrán Leyva Cartel,775,775,Sinaloa Cartel,1,"""El Universal,2023-11-05,Reportan fin de semana violento en Sinaloa con saldo de 2 muertos y 5 personas heridas""",El Universal,2023-11-05,Reportan fin de semana violento en Sinaloa con saldo de 2 muertos y 5 personas heridas,El Universal,1,Mazatlán town,Mazatlán,Sinaloa state,Mazatlán municipality,23.232900,-106.406200,POINT (-106.4062 23.2329),162868,Mexico,70,Americas,1,1,2023-11-05 00:00:00.000,2023-11-05 00:00:00.000,0,0,0,2,2,2,2,,
502721,MEX-2023-2-14337-2,2023,false,Clear,2,14337,13394,Los Ardillos - Los Rojos,14337,14337,Los Ardillos - Los Rojos,6009,6009,Los Ardillos,3299,3299,Los Rojos,1,"""Diário 21,2023-11-17,A man is shot to death in front of his house in the El Calvario neighborhood, in Tixtla""",Diário 21,2023-11-17,"A man is shot to death in front of his house in the El Calvario neighborhood, in Tixtla",Diário 21,1,Tixtla town,El Calvario neighborhood,Guerrero state,Tixtla de Guerrero municipality,17.567320,-99.397990,POINT (-99.39799 17.56732),154962,Mexico,70,Americas,1,1,2023-11-16 00:00:00.000,2023-11-16 00:00:00.000,0,0,0,1,1,1,1,,
497711,GUA-2023-2-14799-576,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood""",El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,Aquiles Serdán alley in the lower Libertad neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-01 00:00:00.000,2023-11-01 00:00:00.000,0,0,0,1,1,1,1,,
497712,GUA-2023-2-14799-575,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood""",El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,Brisa Marina neighborhood of the San Antonio de los Buenos,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-01 00:00:00.000,2023-11-01 00:00:00.000,0,0,0,1,1,1,1,,
497713,GUA-2023-2-14799-574,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood""",El Sol de Tijuana,2023-11-01,They leave a lifeless body in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,National Guard in the Urbivilla del Prado ll neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-01 00:00:00.000,2023-11-01 00:00:00.000,0,0,0,1,1,1,1,,
497702,GUA-2023-2-14799-568,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday""",El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday,El Sol de Tijuana,1,Tijuana town,Tijuana,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-02 00:00:00.000,2023-11-02 00:00:00.000,0,0,0,1,1,1,1,,
497704,GUA-2023-2-14799-569,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday""",El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday,El Sol de Tijuana,1,Tijuana town,"Tomasa Esteves Street, in the Del Río neighborhood",Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-02 00:00:00.000,2023-11-02 00:00:00.000,0,0,0,1,1,1,1,,
497705,GUA-2023-2-14799-570,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday""",El Sol de Tijuana,2023-11-03,Three people were shot dead early this Thursday,El Sol de Tijuana,1,Tijuana town,"Juárez Street, Poblado Ejido Matamoros neighborhood",Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-02 00:00:00.000,2023-11-02 00:00:00.000,0,0,0,1,1,1,1,,
501821,GUA-2023-2-14799-627,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""Milenio,2023-11-05,Mujer de la tercera edad que presuntamente vendía droga es asesinada en Tijuana a balazos""",Milenio,2023-11-05,Mujer de la tercera edad que presuntamente vendía droga es asesinada en Tijuana a balazos,Milenio,1,Tijuana town,Playas neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-04 00:00:00.000,2023-11-04 00:00:00.000,0,0,0,1,1,1,1,,
501835,GUA-2023-2-14799-628,2023,true,Check,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta""",La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta,La Jornada,3,Chicomuselo municipality,Chicomuselo,Chiapas state,Chicomuselo municipality,15.766670,-92.266670,POINT (-92.26667 15.76667),152096,Mexico,70,Americas,1,1,2023-11-10 00:00:00.000,2023-11-10 00:00:00.000,0,0,1,0,1,1,1,,
501836,GUA-2023-2-14799-631,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta""",La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta,La Jornada,1,Loreto town,Loreto,Zacatecas state,Loreto municipality,22.272480,-101.988980,POINT (-101.98898 22.27248),161437,Mexico,70,Americas,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,5,5,5,5,,
501837,GUA-2023-2-14799-630,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta""",La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta,La Jornada,1,Guadalupe town,Guadalupe,Zacatecas state,Guadalupe municipality,22.753050,-102.518220,POINT (-102.51822 22.75305),162155,Mexico,70,Americas,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,2,2,2,2,,
501838,GUA-2023-2-14799-629.3,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta""",La Jornada,2023-11-12,Ultiman a tiros en Chicomuselo a pareja que viajaba en motocicleta,La Jornada,1,Morelos town,Las Pilas community,Zacatecas state,Morelos municipality,22.883680,-102.616262,POINT (-102.61626213389177 22.8836803291068),162155,Mexico,70,Americas,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,1,1,1,1,,
502142,GUA-2023-2-14799-659,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours""",El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours,El Sol de Tijuana,1,Tijuana town,Hacienda Santa María street in the Terrazas del Valle neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,0,1,1,1,1,,
502143,GUA-2023-2-14799-657.3.1,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours""",El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours,El Sol de Tijuana,1,Tijuana town,Rosas Magallón and Second Street extension,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,0,1,1,1,1,,
502131,GUA-2023-2-14799-653,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood""",El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,Libertad neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
502138,GUA-2023-2-14799-654,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood""",El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,Burocratic neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
502139,GUA-2023-2-14799-655,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood""",El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,Azteca neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
502140,GUA-2023-2-14799-656,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood""",El Sol de Tijuana,2023-11-17,They locate a lifeless woman in the Libertad neighborhood,El Sol de Tijuana,1,Tijuana town,clinic 1 of the IMSS Tijuana in the Third Stage of the River,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
502141,GUA-2023-2-14799-658,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours""",El Sol de Tijuana,2023-11-16,They locate charred human remains and kill four people in less than 24 hours,El Sol de Tijuana,1,Tijuana town,Ernesto Sarmiento Street in the Ruiz Cortinez neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,1,1,1,1,,
502065,GUA-2023-2-14799-633,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""Infobae,2023-11-20,Sicarios asesinan a tres jóvenes dentro de su departamento en Guadalupe, Zacatecas""",Infobae,2023-11-20,"Sicarios asesinan a tres jóvenes dentro de su departamento en Guadalupe, Zacatecas",Infobae,1,Zacatecas town,Zacatecas,Zacatecas state,Zacatecas municipality,22.768430,-102.581410,POINT (-102.58141 22.76843),162155,Mexico,70,Americas,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,0,3,3,3,3,,
502128,GUA-2023-2-14799-646,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured""",El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured,El Sol de Tijuana,1,Tijuana town,San Antonio del Mar,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,1,1,1,1,,
502129,GUA-2023-2-14799-647,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured""",El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured,El Sol de Tijuana,1,Tijuana town,Lomas Del Valle,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,1,1,1,1,,
502130,GUA-2023-2-14799-648,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured""",El Sol de Tijuana,2023-11-18,Violent night in Tijuana: three killed and another injured,El Sol de Tijuana,1,Tijuana town,Loma Bonita Norte,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-18 00:00:00.000,2023-11-18 00:00:00.000,0,0,0,1,1,1,1,,
502064,GUA-2023-2-14799-634,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""Infobae,2023-11-20,Sicarios asesinan a tres jóvenes dentro de su departamento en Guadalupe, Zacatecas""",Infobae,2023-11-20,"Sicarios asesinan a tres jóvenes dentro de su departamento en Guadalupe, Zacatecas",Infobae,1,Guadalupe town,Gavilanes neighborhood,Zacatecas state,Guadalupe municipality,22.753050,-102.518220,POINT (-102.51822 22.75305),162155,Mexico,70,Americas,1,1,2023-11-19 00:00:00.000,2023-11-19 00:00:00.000,0,0,0,3,3,3,3,,
502070,GUA-2023-2-14799-635,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""Milenio,2023-11-21,Matan a 2 repartidores al descansar en esquina donde venden drogas""",Milenio,2023-11-21,Matan a 2 repartidores al descansar en esquina donde venden drogas,Milenio,1,Tijuana town,Camino Verde neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-20 00:00:00.000,2023-11-20 00:00:00.000,0,0,0,2,2,2,2,,
502125,GUA-2023-2-14799-644,2023,true,Clear,2,14799,13737,Jalisco Cartel New Generation - Sinaloa Cartel,14799,14799,Jalisco Cartel New Generation - Sinaloa Cartel,1151,1151,Jalisco Cartel New Generation,775,775,Sinaloa Cartel,1,"""El Sol de Tijuana,2023-11-21,Three more homicides in Tijuana; A man was murdered on the Zona Río property""",El Sol de Tijuana,2023-11-21,Three more homicides in Tijuana; A man was murdered on the Zona Río property,El Sol de Tijuana,1,Tijuana town,Lázaro Cárdenas neighborhood,Baja California state,Tijuana municipality,32.502700,-117.003710,POINT (-117.00371 32.5027),176526,Mexico,70,Americas,1,1,2023-11-21 00:00:00.000,2023-11-21 00:00:00.000,0,0,0,2,2,2,2,,
